case_id,integration_steps_per_T1,comparison_steps_per_T1,native_sample_stride,compared_frames,duration_s,position_error,velocity_error,velocity_xy_error,velocity_z_error,native_energy_drift,common_grid_energy_drift
acceleration_short_10240,10240,10240,1,513,0.05359541590467527,4.975801725838966e-05,0.022061963071411908,0.022061943955874,2.9042248829936887e-05,1.3804624110491659e-09,1.3804624110491659e-09
acceleration_short_20480,20480,10240,2,513,0.05359541590467527,1.3197766512171148e-05,0.0061230757028245455,0.006123070583787872,7.917605190380955e-06,3.5921576824193835e-10,3.5911207341143836e-10
acceleration_short_40960,40960,10240,4,513,0.05359541590467527,3.3528301871193552e-06,0.001540437680786952,0.0015404363877318007,1.995930881609347e-06,8.254241734562129e-11,8.167377885115457e-11
