shape,frame,phase_start_s,physical_start_s,wind_velocity,compute_audit_s,gmres_iterations,matrix_rebuilds,gauss_retries,wind_free_l2_n,wind_local_node_max_n,wind_local_component_max_n,held_free_l2_n,vector_change_n_s,rise_n_s,drop_n_s,direction_change_weighted_n_s,direction_angle_rad
reference_rectangle,10,0.16666666666666666,2.1666666666666665,"[-0.05556687411976364, 0.028746795357709902, -0.05608740280655219]",3.0379059919941938,636,3,0,1.2951273271421307e-05,3.519858164923014e-06,3.5189597760592583e-06,0.020081238243454622,0.0005343324223449796,0.0003741357003408232,-0.0003741357003408232,0.00027470740500841375,0.6957017938198611
reference_rectangle,11,0.18333333333333332,2.183333333333333,"[-0.07182130381049315, 0.03715581190538524, -0.07249409762062076]",3.155592531998991,682,3,0,2.1722202235411258e-05,5.347271877465317e-06,5.346987794873436e-06,0.020081252983902183,0.0009050532167196317,0.0005262557378393971,-0.0005262557378393971,0.0005685576943721108,0.7490516680857962
reference_rectangle,12,0.2,2.2,"[-0.09077414787159548, 0.046960817824861896, -0.09162448449272899]",2.9505635739988065,605,3,0,3.686805236332938e-05,1.4137467206446638e-05,1.413288313102439e-05,0.020081329066078735,0.0014462377196311819,0.0009087510076750872,-0.0009087510076750872,0.0008635850407478888,0.6753598050183239
reference_rectangle,13,0.21666666666666667,2.216666666666667,"[-0.11001798987239077, 0.058219335341738655, -0.09916805701317656]",3.0259548920003,621,3,0,4.7808465784858465e-05,6.409648231030696e-06,6.406900291002004e-06,0.020081400449370925,0.0020180461395253985,0.0006564248052917452,-0.0006564248052917452,0.0016757908318147461,0.7769579343671233
reference_rectangle,14,0.23333333333333334,2.2333333333333334,"[-0.13155462802857004, 0.07101021106637252, -0.10586913877562815]",3.0156086499991943,639,3,0,6.958830451832878e-05,8.357811227936297e-06,8.35501479374723e-06,0.020081520234852098,0.0024331314149173546,0.0013067903240082189,-0.0013067903240082189,0.0017011808965558897,0.6021083555059272
reference_rectangle,15,0.25,2.25,"[-0.15545293255809925, 0.0853926912678443, -0.11158190241588051]",3.058271802998206,655,3,0,9.839886784855549e-05,9.437962250101602e-06,9.436837272713581e-06,0.020081701735476843,0.003161910728643413,0.0017286337998136025,-0.0017286337998136025,0.0022264694513172856,0.5397770524718482
reference_rectangle,16,0.26666666666666666,2.2666666666666666,"[-0.1817719315345341, 0.10141883120722393, -0.11616972780409204]",2.9230819109943695,687,3,0,0.0001363399586413022,1.3897491329190657e-05,1.3888564493653049e-05,0.020082076312074648,0.004171752774048055,0.002276465447564802,-0.002276465447564802,0.0029698934214166255,0.5084972472304846
reference_rectangle,17,0.2833333333333333,2.283333333333333,"[-0.2105608108870201, 0.11913349513757068, -0.1195052020447829]",2.6588037100009387,664,3,0,0.00018449764952885035,1.643075929178283e-05,1.6420490919448317e-05,0.020082672223324605,0.005482671768636221,0.0028894614532528895,-0.0028894614532528895,0.004005466423913729,0.49467016797389884
reference_rectangle,18,0.3,2.3,"[-0.24185891440029245, 0.138574356303933, -0.12147011947683485]",2.6955324490045314,673,3,0,0.00024621127150958546,2.1218918289926876e-05,2.1209142608594384e-05,0.020083569034482888,0.007102394508490964,0.003702817318844107,-0.003702817318844107,0.005246510535235581,0.47849737524271463
reference_rectangle,19,0.31666666666666665,2.316666666666667,"[-0.275695743714676, 0.1597718969433486, -0.12195548167349134]",2.6985771719992044,715,2,0,0.000323360512084592,3.069098221503392e-05,3.066580158811725e-05,0.02008504928186933,0.008792021991211896,0.004628954434500392,-0.004628954434500392,0.006522427486973759,0.4451869378518411
reference_rectangle,20,0.3333333333333333,2.3333333333333335,"[-0.3120909583260854, 0.1827494082848443, -0.12086149744235751]",2.706799708001199,724,2,0,0.00041735586632882975,4.3841773889735e-05,4.375792496137842e-05,0.020087289005029905,0.011025736205221438,0.005639721254654266,-0.005639721254654266,0.00833935818722083,0.4332072289870589
reference_rectangle,21,0.35,2.35,"[-0.3510543755860252, 0.2075229905494363, -0.11809758282540021]",2.910888133003027,813,2,0,0.0005417969081223614,5.616628089186624e-05,5.605788574399835e-05,0.020091211168369604,0.014796608850086209,0.007466462507611897,-0.007466462507611897,0.011212019947311207,0.4515671135120856
reference_rectangle,22,0.36666666666666664,2.3666666666666667,"[-0.39258597070158957, 0.23410155295013, -0.11358236109894791]",2.93868806300452,781,3,0,0.0006944471056843024,6.752334774189131e-05,6.744379299699396e-05,0.02009716349929413,0.019181537115607335,0.009159011853716462,-0.009159011853716462,0.0148864582611322,0.4620334994194472
reference_rectangle,23,0.38333333333333336,2.3833333333333333,"[-0.43667587673546227, 0.26248681369191984, -0.10724366277369073]",2.9040052950003883,806,2,0,0.0008642935743502688,8.629074545381764e-05,8.614147257722991e-05,0.020105836759894413,0.022693520331388516,0.010190788119957982,-0.010190788119957982,0.01817547481973516,0.4397443188739688
reference_rectangle,24,0.4,2.4,"[-0.48330438460591674, 0.2926732999717897, -0.09901852559468047]",2.972725787003583,836,2,0,0.0010663502299082727,0.00011008389166359804,0.00010947919743815332,0.020118526376034777,0.027309410794685983,0.012123399333480238,-0.012123399333480238,0.022030859160202976,0.42809512036209085
reference_rectangle,25,0.4166666666666667,2.4166666666666665,"[-0.43788058659694146, 0.2933121945872635, -0.07634191276944086]",3.0021080559963593,849,2,0,0.0010566939960094212,0.00011391755197662736,0.00011362314815427745,0.02011915734164508,0.02691533855729146,-0.0005793740339310894,0.0005793740339310894,0.026786988598643865,0.4257039942550131
reference_rectangle,26,0.43333333333333335,2.433333333333333,"[-0.3832855022104213, 0.2918621696092073, -0.050140361197905485]",3.2512220480057294,918,3,0,0.0010647867817411994,0.00011048156115137872,0.00010922448437213859,0.02012065966794326,0.031029418047768497,0.00048556714390668963,-0.00048556714390668963,0.030907490439366084,0.4924480610396568
reference_rectangle,27,0.45,2.45,"[-0.3193518690903656, 0.28825706696290376, -0.020362914360762912]",3.6144980269964435,900,3,0,0.0010440695886083427,0.00013124518639357597,0.0001293988522009234,0.02012235433114088,0.02871938107224249,-0.0012430315879714002,0.0012430315879714002,0.028411967144665765,0.4575253692608247
reference_rectangle,28,0.4666666666666667,2.466666666666667,"[-0.24595503911016678, 0.2824409207868111, 0.013025236596959564]",3.616380896004557,1097,3,0,0.001020768465900734,0.00012372672324345918,0.00012228585670826902,0.020123171540205733,0.02908113927704148,-0.0013980673624565225,0.0013980673624565225,0.02872154971526468,0.47336010197054784
reference_rectangle,29,0.48333333333333334,2.4833333333333334,"[-0.16301297837259887, 0.27436795743256276, 0.05004275286589599]",3.998262537003029,1187,3,0,0.000976741543236031,0.00014347684738547057,0.00014319790888398946,0.02012005797264452,0.028973469195279294,-0.002641615359882184,0.002641615359882184,0.02822370986462576,0.4863762832438911
reference_rectangle,30,0.5,2.5,"[-0.07048626720981821, 0.26400259546496746, 0.09069214797234174]",4.539175905003503,1433,3,0,0.0009497807888876987,0.00018681911404769337,0.00018647568472406767,0.020113113135139526,0.027579911220917467,-0.0016176452608999384,0.0016176452608999384,0.02714978604663054,0.48104678486170693
reference_rectangle,31,0.5166666666666667,2.5166666666666666,"[0.03162189981663646, 0.25131944566200914, 0.13495978777825343]",4.780687571997987,1571,3,0,0.0009125321034564847,0.00017832989605795865,0.00015969154235492502,0.02010073135143708,0.030332487352816587,-0.0022349211258728395,0.0022349211258728395,0.029650931265107865,0.548396518016746
reference_rectangle,32,0.5333333333333333,2.533333333333333,"[0.14326571391584458, 0.23630331101484728, 0.1828158904812491]",4.669896715000505,1441,3,0,0.0010286381927236906,0.0001862775524438116,0.00017089440976726647,0.020089293831999595,0.03344044214877382,0.0069663653560323585,-0.0069663653560323585,0.030805654115371076,0.5703393486618016
reference_rectangle,33,0.55,2.55,"[0.26435675206750303, 0.21894918672781635, 0.23421452661460798]",4.996305870001379,1493,3,0,0.0012369703422026779,0.00030052151152222,0.000251107592391755,0.02006951419036723,0.039507447810005834,0.012499928968739233,-0.012499928968739233,0.034176414433122713,0.5610793684822797
reference_rectangle,34,0.5666666666666667,2.566666666666667,"[0.39476397702192656, 0.19926226021842658, 0.2890936190472708]",5.103546758000448,1582,3,0,0.0016420863283709967,0.0003360617644899277,0.0002651783065513594,0.02004330000661133,0.04794381351327282,0.02430695917009913,-0.02430695917009913,0.03586722179418162,0.48809783329941253
reference_rectangle,35,0.5833333333333334,2.5833333333333335,"[0.5343137373000477, 0.17725791111736305, 0.34737494298383936]",4.9194077830034075,1609,3,0,0.0023603996330580136,0.00036927191915117705,0.0003150123384418933,0.020025259123901636,0.06980839574182172,0.04309879828122101,-0.04309879828122101,0.04580360935409929,0.46918406245995053
reference_rectangle,36,0.6,2.6,"[0.6827897671934174, 0.15296171126848637, 0.40896412596457704]",5.330678127997089,1714,3,0,0.0035191911041778127,0.0007904454763594886,0.0006844591989590809,0.020057532312514753,0.10106627997688786,0.06952748826718795,-0.06952748826718795,0.06007246462412894,0.42741471901476896
reference_rectangle,37,0.6166666666666667,2.6166666666666667,"[0.7010789644254496, 0.10852327887585296, 0.3461421788196402]",5.798780883997097,1672,3,0,0.003924846256561767,0.0006979908850204082,0.0006248149321562796,0.020072020995117835,0.09523937464200741,0.024339309143037238,-0.024339309143037238,0.08718872032079554,0.4159115178100298
reference_rectangle,38,0.6333333333333333,2.6333333333333333,"[0.718550831244311, 0.060691802676947494, 0.2779514230322342]",6.095324678994075,1801,3,0,0.004665869623177867,0.0009182618295745489,0.0008264404643120324,0.020157215575556973,0.10526103137293227,0.04446140199696604,-0.04446140199696604,0.0875062210766422,0.3737626568495412
reference_rectangle,39,0.65,2.65,"[0.7351608328739423, 0.009562019952676524, 0.20452435441086492]",6.666718166001374,2025,3,0,0.005215772117428189,0.00104219335041659,0.0009725877028158528,0.020225462038371347,0.12799103042264626,0.0329941496550193,-0.0329941496550193,0.11696464769527196,0.4209023088416298
reference_rectangle,40,0.6666666666666666,2.6666666666666665,"[0.7508662015860189, -0.044755422943986274, 0.12601810795321994]",6.790856015002646,2074,3,0,0.005793721061520442,0.0013195949578667693,0.0011052704484148077,0.02029630576985147,0.15635111449516104,0.034676936645535186,-0.034676936645535186,0.14465328335874625,0.46644744539054367
reference_rectangle,41,0.6833333333333333,2.683333333333333,"[0.76562593669995, -0.10213397058800001, 0.04261445784616759]",6.264798377997067,1803,3,0,0.006421796008561412,0.0009383689474861578,0.0007858788952046296,0.02037585133410037,0.18938774867697336,0.037684496822458155,-0.037684496822458155,0.17629094698211992,0.5127301268063666
reference_rectangle,42,0.7,2.7,"[0.77940080458288, -0.16243115848225664, -0.04548018253424244]",6.208777169005771,1789,3,0,0.006920723009555689,0.0009688585104963975,0.0007541746000440287,0.020453406147667615,0.18088963073209421,0.029935620059656637,-0.029935620059656637,0.17184470702875473,0.44977497779084236
reference_rectangle,43,0.7166666666666667,2.716666666666667,"[0.7921533386496866, -0.22548861305758106, -0.13803476062277922]",6.279486289997294,1775,4,0,0.007761464495547272,0.0008728502216800688,0.0007708538960014522,0.020648375831084035,0.19100127494556207,0.05044448915949497,-0.05044448915949497,0.1739560750571296,0.4220510622926194
reference_rectangle,44,0.7333333333333333,2.7333333333333334,"[0.803847839362983, -0.29113205167273076, -0.23479358466503095]",6.581704635995266,1953,3,0,0.008273993105665785,0.0010623855672470535,0.0009758617942707642,0.020786802931508294,0.1908953530668619,0.03075171660711083,-0.03075171660711083,0.18247362519884075,0.3943877830493593
reference_rectangle,45,0.75,2.75,"[0.8144503742331162, -0.35917128261439635, -0.3354763237174044]",6.66544278699439,1948,4,0,0.008981340961809822,0.0011343525161405848,0.000941142329185032,0.02099789416488068,0.21725777125448184,0.042440871368642184,-0.042440871368642184,0.2045095214164765,0.4149224753349104
reference_rectangle,46,0.7666666666666667,2.7666666666666666,"[0.8239287778181674, -0.4294002050972011, -0.4397780076471251]",8.17157458600559,2554,4,0,0.00963235686697858,0.0016172416199928337,0.0015960723457323256,0.021198613580927412,0.23654833402508843,0.03906095431012554,-0.03906095431012554,0.22527910313112245,0.4211559012270358
reference_rectangle,47,0.7833333333333333,2.783333333333333,"[0.8322526517239529, -0.5015968092637012, -0.5473690271322378]",7.282017060999351,2176,4,0,0.010484011717596152,0.0025983396399214495,0.0022844215453536013,0.021540171452471883,0.2702398625588411,0.05109929103705429,-0.05109929103705429,0.2543582046982903,0.44374243139453584
reference_rectangle,48,0.8,2.8,"[0.8393933646040224, -0.5755231761843855, -0.6578951336616059]",6.624642555005266,1902,4,0,0.010914482024817165,0.002104708402739437,0.001637636319530972,0.021751558032730527,0.2675665965262818,0.02582821843326078,-0.02582821843326078,0.2610124379065392,0.4179731656822844
reference_rectangle,49,0.8166666666666667,2.816666666666667,"[0.8259586213744922, -0.44946234662527174, -0.5788627253649784]",6.833447559001797,1991,4,0,0.009365268023165991,0.0012512369708298058,0.0008822760596402631,0.020981011973768098,0.276752439026067,-0.09295284009907046,0.09295284009907046,0.2414674780049979,0.4330985984123915
reference_rectangle,50,0.8333333333333334,2.8333333333333335,"[0.8107314184715525, -0.3188096058282499, -0.49645392804897864]",7.407028151996201,2214,4,0,0.008594452634664488,0.0011296962732971574,0.000941650814170443,0.020574752873236162,0.25050049129178276,-0.04624892331009017,0.04624892331009017,0.23584498226375852,0.46144197912655033
reference_rectangle,51,0.85,2.85,"[0.7937616270203254, -0.18404083828366632, -0.41096676925448905]",7.806874866997532,2353,4,0,0.008711141129218091,0.0010346424277173519,0.0008983893915150223,0.020485512625726374,0.25498168948923916,0.007001309673216188,-0.007001309673216188,0.253172658217425,0.49603104550978583
reference_rectangle,52,0.8666666666666667,2.8666666666666667,"[0.7751055328970544, -0.045664370561295485, -0.3227207448646112]",8.375639534002403,2545,4,0,0.009474351666728234,0.0014439339680894377,0.001214715274019899,0.020683376009255357,0.2879880381355177,0.045792632250608555,-0.045792632250608555,0.272631677816265,0.5277170452968454
reference_rectangle,53,0.8833333333333333,2.8833333333333333,"[0.7548258367291067, 0.0957790286896594, -0.23205681910466677]",9.29366841299634,2915,4,0,0.010725894308739128,0.0013723990038165205,0.0011276812128910283,0.02111199595014102,0.31959512966491666,0.07509255852065362,-0.07509255852065362,0.2919621133813604,0.5194203003194684
reference_rectangle,54,0.9,2.9,"[0.7329916538949722, 0.23971614874056665, -0.1393374245421967]",12.341604572000506,4136,4,0,0.013451136242220038,0.002199344063710798,0.001844585655955869,0.022387564733472188,0.4494833181619742,0.16351451600885464,-0.16351451600885464,0.3738746926128544,0.5894499719753696
reference_rectangle,55,0.9166666666666666,2.9166666666666665,"[0.7096785145242636, 0.38554133678336566, -0.04494646208696175]",16.542996423995646,5813,4,0,0.023798149227629704,0.009235710023147619,0.008746391922993143,0.029239310174886703,1.104471388489252,0.62082077912458,-0.62082077912458,0.6867601535384439,0.8789535341706597
reference_rectangle,56,0.9333333333333333,2.933333333333333,"[0.6849683634977162, 0.5326164979305674, 0.05071069900905792]",12.185473726996861,4097,4,0,0.03631288124693051,0.024634705204652385,0.02203244915238145,0.03981560615726672,1.9942126729031555,0.7508839211580483,-0.7508839211580483,1.4955916813076393,1.1023938927804404
reference_rectangle,57,0.95,2.95,"[0.6589495604471886, 0.6802710952152543, 0.14720722115166224]",9.255091033002827,2915,4,0,0.016510605809918966,0.004347718626759239,0.004061674910959128,0.024382401266318268,1.7927183095403625,-1.1881365262206927,1.1881365262206927,0.9052094763164901,0.9489754611233633
reference_rectangle,58,0.9666666666666667,2.966666666666667,"[0.6317168797556615, 0.8278021495910801, 0.2440947984044316]",9.480830364998837,2989,4,0,0.014264626153352639,0.0022322657215921604,0.002084929882546904,0.02319612255551926,0.530079265953318,-0.13475877939397968,0.13475877939397968,0.47652016699422517,0.5642162020447914
reference_rectangle,59,0.9833333333333333,2.9833333333333334,"[0.6033715105572393, 0.9744742399322698, 0.3409036564887269]",9.21758019200206,2873,4,0,0.013960782589367685,0.0018802890794713425,0.0016391166518331412,0.02320201190249765,0.41485065994576265,-0.018230613839097243,0.018230613839097243,0.4100121419379035,0.49450393153091055
reference_rectangle,60,1.0,3.0,"[0.574505130504518, 1.1204635973610262, 0.43751119647701725]",10.180810215002566,3283,4,0,0.014581574912214118,0.002453640469789731,0.0017846751006238108,0.02368733691976944,0.3891228177179339,0.03724753937078603,-0.03724753937078603,0.37900116484634605,0.456410471864142
reference_rectangle,61,1.0166666666666666,3.0166666666666666,"[0.4222092576127, 1.0485788238152625, 0.4471920258374708]",10.59221343399986,3420,4,0,0.011066349780063958,0.001908086951311856,0.0017721407177106717,0.022154600327563986,0.4154144684608076,-0.21091350792900965,0.21091350792900965,0.311780221616503,0.473986500349993
reference_rectangle,62,1.0333333333333334,3.033333333333333,"[0.26991338472088205, 0.9766940502694988, 0.4568728551979243]",11.992205636997824,3927,5,0,0.008330123821901632,0.001556864239126009,0.0011741987042139398,0.021256260807900662,0.3088970751328446,-0.16417355748973955,0.16417355748973955,0.22701579825810647,0.458204381595166
reference_rectangle,63,1.05,3.05,"[0.1176175118290641, 0.9048092767237352, 0.46655368455837787]",20.09873517199594,7189,5,0,0.007160408957407799,0.0013499753011231772,0.001335438195638443,0.021015761961724954,0.31145097042695946,-0.07018289186962998,0.07018289186962998,0.28133033877371455,0.6671312397166341
reference_rectangle,64,1.0666666666666667,3.066666666666667,"[-0.034678361062753904, 0.8329245031779715, 0.47623451391883137]",18.38338736800506,6518,5,0,0.023663559846780778,0.0186358147204494,0.01697706661396742,0.030552967659463536,1.3857602093798866,0.9901890533623787,-0.9901890533623787,0.5332854855582019,1.3391207167749652
reference_rectangle,65,1.0833333333333333,3.0833333333333335,"[-0.1869742339545719, 0.7610397296322079, 0.48591534327928493]",17.363170074000664,6121,5,0,0.018193668134732013,0.007252889984137705,0.0054091454368694,0.02665326143906596,1.3210552806140448,-0.3281935027229259,0.3281935027229259,1.1220380304368953,1.0795254782140993
reference_rectangle,66,1.1,3.1,"[-0.3392701068463898, 0.6891549560864443, 0.49559617263973843]",13.02964166199672,4389,5,0,0.013454255757660735,0.007228549116423533,0.005912957702972772,0.02396078976232624,1.0432046327384144,-0.28436474262427675,0.28436474262427675,0.8631244003891002,1.128078963541205
reference_rectangle,67,1.1166666666666667,3.1166666666666667,"[-0.4915659797382078, 0.6172701825406806, 0.505277002000192]",11.641440245999547,3775,5,0,0.00702868215400463,0.0019127682435816438,0.001790624158604715,0.021198176772798415,0.7553969648060648,-0.3855344162193663,0.3855344162193663,0.4695231977391625,1.1807563846633802
reference_rectangle,68,1.1333333333333333,3.1333333333333333,"[-0.6438618526300258, 0.5453854089949169, 0.5149578313606455]",11.868341919995146,3889,5,0,0.006117032346149074,0.001092942724577591,0.000976316428572619,0.02115092263668575,0.4260873936966644,-0.05469898847133333,0.05469898847133333,0.3942064136178158,1.133833869471463
reference_rectangle,69,1.15,3.15,"[-0.7961577255218438, 0.47350063544915333, 0.5246386607210991]",13.897033551002096,4723,5,0,0.006236391522420026,0.0014318818381419951,0.0012405799980505347,0.021341983612293284,0.3792783874477995,0.007161550576257076,-0.007161550576257076,0.3755643532863881,1.0741790279809311
reference_rectangle,70,1.1666666666666667,3.1666666666666665,"[-0.9484535984136618, 0.4016158619033896, 0.5343194900815527]",17.331777126004454,5995,6,0,0.00694284077838585,0.0009675538835149632,0.0008457019918310761,0.021660334192154,0.3716753979200502,0.04238695535794947,-0.04238695535794947,0.34996063871134486,0.973220692489278
reference_rectangle,71,1.1833333333333333,3.183333333333333,"[-1.10074947130548, 0.329731088357626, 0.5440003194420061]",14.997074389997579,5108,5,0,0.008031598833188795,0.0011363084673044967,0.0010823979479557956,0.02219979440682201,0.4205302175511128,0.06532548328817668,-0.06532548328817668,0.3862430012518805,0.9641047758847261
reference_rectangle,72,1.2,3.2,"[-1.2530453441972977, 0.2578463148118624, 0.5536811488024597]",14.45413089000067,4930,5,0,0.009657843798485452,0.0012723124735053964,0.0012641399288471366,0.0229968055543716,0.44387465086340305,0.09757469791779945,-0.09757469791779945,0.39488082883646547,0.8442851534642398
reference_rectangle,73,1.2166666666666666,3.216666666666667,"[-1.0624509512526061, 0.26297104521259457, 0.591718496660706]",15.574410405002709,5268,6,0,0.007093469124513083,0.000929058249719105,0.0007907249658764575,0.021673674884434953,0.3992452962111438,-0.15386248043834216,0.15386248043834216,0.31573026057070647,0.7599916833870592
reference_rectangle,74,1.2333333333333334,3.2333333333333334,"[-0.8718565583079145, 0.26809577561332676, 0.6297558445189523]",15.259236530000635,5078,6,0,0.005453945141763039,0.0006817490594288824,0.000636248245408371,0.020989229535444222,0.33179291207010353,-0.09837143896500264,0.09837143896500264,0.27785207995910555,0.8769140675628907
reference_rectangle,75,1.25,3.25,"[-0.6812621653632229, 0.2732205060140589, 0.6677931923771986]",15.083913743001176,5061,6,0,0.004127293033316157,0.0006222656501490989,0.000524807296501191,0.020547129202111176,0.27613037530905005,-0.07959912650681292,0.07959912650681292,0.23001333689760842,0.9659484361433835
reference_rectangle,76,1.2666666666666666,3.2666666666666666,"[-0.4906677724185313, 0.2783452364147911, 0.7058305402354449]",14.366050536998955,4769,6,0,0.0037875407263114,0.0011440609008252927,0.000904472980688282,0.02040738104385878,0.23402391133318373,-0.0203851384202854,0.0203851384202854,0.22333270124132112,1.0273374113898643
reference_rectangle,77,1.2833333333333334,3.283333333333333,"[-0.3000733794738397, 0.2834699668155233, 0.7438678880936912]",17.194093034995603,5845,6,0,0.003886473795715662,0.0009006746296910812,0.000715470825373011,0.020388105383925232,0.23111296478708063,0.005935984164255701,-0.005935984164255701,0.2280771599813055,1.0513905880272039
reference_rectangle,78,1.3,3.3,"[-0.10947898652914811, 0.2885946972162554, 0.7819052359519374]",16.486047064005106,5572,6,0,0.004604078666712528,0.0008822771472339701,0.0008726924036658858,0.020515462019755907,0.2439733476013003,0.04305629225981198,-0.04305629225981198,0.2206369673215702,0.9855834914158792
reference_rectangle,79,1.3166666666666667,3.316666666666667,"[0.08111540641554349, 0.2937194276169876, 0.8199425838101837]",15.249332666004193,5054,6,0,0.005697733691723357,0.00103927915624429,0.0009151056493437368,0.020747356529722944,0.2666462503906832,0.06561930150064975,-0.06561930150064975,0.23232186944670533,0.8679929189087772
reference_rectangle,80,1.3333333333333333,3.3333333333333335,"[0.2717097993602351, 0.2988441580177198, 0.85797993166843]",18.22379781700147,6103,7,0,0.006702738531567528,0.0009368565358561827,0.0009261429540458415,0.021023996490595092,0.3002028617299661,0.06030029039065021,-0.06030029039065021,0.27114207723740136,0.8155423086171847
reference_rectangle,81,1.35,3.35,"[0.4623041923049267, 0.303968888418452, 0.8960172795266763]",18.82621505499992,6309,7,0,0.007803443408406061,0.0012393122423463255,0.0011455225468467725,0.021378571169145544,0.3246509447947191,0.066042292610312,-0.066042292610312,0.29459303110558765,0.7499720800549887
reference_rectangle,82,1.3666666666666667,3.3666666666666667,"[0.6528985852496183, 0.3090936188191842, 0.9340546273849226]",21.818251807002525,7593,7,0,0.00944854679349521,0.0018353886056396978,0.0013227464997767058,0.02204992711741627,0.3668171164827071,0.09870620310534889,-0.09870620310534889,0.3210617733169233,0.699926645738602
reference_rectangle,83,1.3833333333333333,3.3833333333333333,"[0.8434929781943097, 0.3142183492199163, 0.9720919752431689]",19.201807347002614,6409,7,0,0.010666847172072058,0.0014240713256780488,0.001374572447875465,0.022587796313578972,0.38452428576480363,0.07309802271461094,-0.07309802271461094,0.35530038962067056,0.6374672672730541
reference_rectangle,84,1.4,3.4,"[1.0340873711390013, 0.3193430796206485, 1.0101293231014152]",19.656415242003277,6630,7,0,0.012224865294135825,0.0015263185563498534,0.0013695444937144596,0.023305189885798175,0.403347391319378,0.093481087323826,-0.093481087323826,0.36651049257920865,0.5807916027018969
reference_rectangle,85,1.4166666666666667,3.4166666666666665,"[0.954753807419365, 0.3485092417203982, 1.0141134899434738]",22.32980483499705,7768,8,0,0.009621424390553322,0.0013802305413882453,0.0013734407191166808,0.022089345396820118,0.4136041003853427,-0.15620645421495016,0.15620645421495016,0.33975446646818325,0.5973811868267035
reference_rectangle,86,1.4333333333333333,3.433333333333333,"[0.8754202436997288, 0.37767540382014797, 1.0180976567855324]",18.6170783139969,7405,7,0,0.007571948090788348,0.0010259225827806515,0.0009604069769292154,0.021315214201307688,0.33899060598703024,-0.12296857798589843,0.12296857798589843,0.2802431142735549,0.6270685156831101
