resolution,diagonal,family,field,curvature_inv_m,structure_sha256,current_positions_sha256,float32_positions_sha256,total_energy_j,reference_total_energy_j,total_relative_error,minimum_area_ratio,membrane_to_bending_ratio,reference_quadrature_error,membrane_energy_j,reference_membrane_energy_j,membrane_normalized_error,membrane_force_norm_n,membrane_float32_normalized_energy_difference,bending_energy_j,reference_bending_energy_j,bending_normalized_error,bending_force_norm_n,bending_float32_normalized_energy_difference
4,forward,rest,rest,0.0,658dcfae368d1373c67c5b60c5b8d238867784805bbcef9a2bd5ed224f4185f3,4e6d932e82e1339443f38ff2afc165d580003ad04de31d2f56bddcb2bf2329fc,560a5da7af7e04ca0ba30663a103a633db49511eefc5554e0ba1bc54c84a10b6,6.162975822039155e-29,0.0,,1.0,,0.0,6.162975822039155e-29,0.0,6.162975822039155e-33,5.551115123125784e-13,0.0,0.0,0.0,0.0,0.0,0.0
4,forward,affine,extension,0.0,658dcfae368d1373c67c5b60c5b8d238867784805bbcef9a2bd5ed224f4185f3,5dcb04c3c6c0c5e0a0b3ca19a73e4a9d78de58f70cfa8fbd4abd47a038868b17,da59ebc42cae27301cad6683cc8216117013861ac0bc036e6bf677e782f7f650,0.549877601250002,0.5498776012499998,3.836169616643024e-15,1.0069699999999997,,0.0,0.549877601250002,0.5498776012499998,2.1094237467877974e-19,69.98497124158891,3.414289947434313e-11,0.0,0.0,0.0,0.0,0.0
4,forward,affine,shear,0.0,658dcfae368d1373c67c5b60c5b8d238867784805bbcef9a2bd5ed224f4185f3,66aca2c7e1a40b56e562429a888a77269f3c18df40c4e303fb7b5793ddeb6088,12b7fb833460f543e6bf3e065cc2400696f9b8973c679a12821deca9f1b3e798,1.0002000000000026,1.0002,2.664002458608654e-15,0.9999999999999996,,0.0,1.0002000000000026,1.0002,2.6645352591003755e-19,93.57884750305494,9.484517553559613e-11,0.0,0.0,0.0,0.0,0.0
4,forward,graph,cylinder_000,0.2,658dcfae368d1373c67c5b60c5b8d238867784805bbcef9a2bd5ed224f4185f3,688d90f76f3fe0bc72fc019ddb06c74abbb64c43f4b7ed5a5b0910a954680ad1,3aa5ba2021ed45ed2eb3b058c9f5ee78e21602501e60894616d1c71872dd3be1,0.3810398155249466,0.40164496299874836,0.05130189438941371,1.000312451187128,230.59512391141558,2.9143354396410407e-15,0.3793945312500035,0.39999999999999936,2.0605468749995857e-06,85.32024641814256,6.226765503214438e-12,0.0016452842749430819,0.001644962998749007,3.855314328899372e-06,0.11175628689220557,4.1823421262701665e-09
4,forward,graph,cylinder_090,0.2,658dcfae368d1373c67c5b60c5b8d238867784805bbcef9a2bd5ed224f4185f3,03d3472b88ee82e556e8e3445948ee9a0ee105dccf02db6b2fd7b261889a4b28,83804f421dabb5d782bd428f14248eb681429bd99ffea1db1e2a60917a848fc0,0.38103981552494665,0.4016449629987483,0.05130189438941344,1.000312451187128,230.59512391141573,3.1918911957973306e-15,0.37939453125000355,0.3999999999999993,2.0605468749995747e-06,85.32024641814256,6.226765492112207e-12,0.001645284274943081,0.001644962998749007,3.855314328888963e-06,0.11175628689220551,4.182342134076422e-09
4,forward,graph,cylinder_045,0.2,658dcfae368d1373c67c5b60c5b8d238867784805bbcef9a2bd5ed224f4185f3,0e3c242927c3e0a7a6c33ac38c8b5817272466418e781d849f247db3693debaa,c16f9c9defe7b6e06b9b3184f653f73db4c1d9193d5404606a5b7f34380ca8ba,1.053020548058643,1.0349624312844845,0.01744808915599639,1.0001562377948756,645.4426858443933,2.1488187573390147e-15,1.0513916015625075,1.0333333333333323,1.8058268229175222e-06,115.73052658165646,9.109868526202547e-12,0.0016289464961354951,0.0016290979511520763,1.8174601989738581e-06,0.0942420829661532,4.220555962011763e-10
4,forward,graph,cylinder_135,0.2,658dcfae368d1373c67c5b60c5b8d238867784805bbcef9a2bd5ed224f4185f3,d48203bf10d288e24e725e4f9daa15a70271260d24c181b4baf2a0841897e48f,2b0f0c659f11f70ded04e07f71717ad0a903992983803bc4d362e7ed2bbb4959,0.032544767357989,0.03499448841854452,0.07000305394541352,1.0001562377948756,18.59373427478855,8.534839501805932e-15,0.0308837890625007,0.03333333333333317,2.4495442708324724e-07,23.92952976056506,7.494241616168295e-14,0.0016609782954883018,0.0016611550852113524,2.1214766766069343e-06,0.08789166249077364,7.845760499614052e-11
4,forward,graph,twist,0.2,658dcfae368d1373c67c5b60c5b8d238867784805bbcef9a2bd5ed224f4185f3,a4deab3309d5a170250a523196b6c72ae38f69885115506bbda48866e55b30cf,db82b0f6a72b4ae711185c6244cfb470fa9c4ea3a97dedc04f36bbfe1f13154a,1.42121401715516,1.247692067953776,0.13907433865950694,1.0,436.93436694408683,2.6764305057927917e-15,1.4179687500000098,1.2444444444444427,1.7352430555556708e-05,119.43613454216897,1.5203850933787068e-11,0.0032452671551502447,0.003247623509333337,2.8276250197108513e-05,0.08990772065218289,9.81659951243552e-10
4,forward,graph,dome,0.2,658dcfae368d1373c67c5b60c5b8d238867784805bbcef9a2bd5ed224f4185f3,c2c293637a4d948023d16816d07e00d5ddbfbeac6ed6911b59fc7889fffee7a3,0b6ca47ee690107b96d0c58748a0d1cae3095ac36a8c8819cb7cbca56d524a96,1.1927020019822545,1.247692067953776,0.0440734275578954,1.000624804809475,366.11208472930133,2.6764305057927917e-15,1.189453125000006,1.2444444444444427,5.499131944443669e-06,143.55287520114558,1.7225105186646772e-11,0.003248876982248408,0.003247623509333337,1.5041674980851086e-05,0.1570034341754228,6.377811560126512e-09
4,forward,graph,saddle,0.2,658dcfae368d1373c67c5b60c5b8d238867784805bbcef9a2bd5ed224f4185f3,67a054c46b292490f46dc1deb5af2504fe189e3e962ecd5f96ce42c0bf434d9e,bacb6405d9100b016f62864e6fbfb30665b5ed13cc1cf984ed1841712756c250,1.1927020019822547,1.247692067953776,0.04407342755789522,1.000624804809475,366.1120847293014,2.6764305057927917e-15,1.1894531250000062,1.2444444444444427,5.499131944443647e-06,140.60156054654965,5.32891264448665e-12,0.0032488769822484084,0.003247623509333337,1.504167498085629e-05,0.1565830896212496,2.1889084191040187e-09
