resolution,diagonal,family,field,curvature_inv_m,structure_sha256,current_positions_sha256,float32_positions_sha256,total_energy_j,reference_total_energy_j,total_relative_error,minimum_area_ratio,membrane_to_bending_ratio,reference_quadrature_error,membrane_energy_j,reference_membrane_energy_j,membrane_normalized_error,membrane_force_norm_n,membrane_float32_normalized_energy_difference,bending_energy_j,reference_bending_energy_j,bending_normalized_error,bending_force_norm_n,bending_float32_normalized_energy_difference
4,forward,isometric,cylinder_000,0.2,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,a09e398e476d2a7914efa7a8aa9e43e28e2c36c78aa698bce2611eab659ce07b,4eb9061a531084df440235e044aa3d5ba317d277e106d37bb20ff4034cf0645f,7.790521332218194e-06,1.831501831501832e-06,3.253624647391133,0.9998958365884931,3.258058129166714,0.0,5.960926456832411e-06,0.0,5.960926456832411e-09,0.0791694400282813,2.565102192729241e-12,1.8295948753857828e-06,1.831501831501832e-06,2.0823960787257215e-05,0.0001293086274032705,8.489363222660884e-10
4,forward,isometric,cylinder_090,0.2,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,2301c0720b3cbe1804c27ce45ac0a3fbb95b02d5a7cb7266e83ed03c8346e433,0f915b734adc790d7a90d806fa3d036f978f5b2b414554f2fd53727cfdc3f5be,7.790521332217876e-06,1.831501831501832e-06,3.253624647390959,0.9998958365884929,3.2580581291665425,0.0,5.960926456832093e-06,0.0,5.9609264568320934e-09,0.07916944002826856,2.5651021930468782e-12,1.8295948753857815e-06,1.831501831501832e-06,2.082396078727109e-05,0.00012930862740327038,8.489363315156882e-10
4,forward,isometric,cylinder_045,0.2,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,a8ccec4039165918f9c4d276bda8f6eb45212ae03f1a82743c46d9c7b2e7bb2c,3719abfcb209d5e351b8896dbe5a4d669e45c80891cfa0a330230b10302dece9,3.32090394369585e-06,1.831501831501832e-06,0.8132135532579337,0.9999479174804613,0.8141582147592836,0.0,1.4903558047968991e-06,0.0,1.490355804796899e-09,0.03959392311466115,1.6659173965082456e-13,1.830548138898951e-06,1.831501831501832e-06,1.0414323223460645e-05,0.0001223916168645389,1.9845279187110245e-09
4,forward,isometric,cylinder_135,0.2,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,a5bc141cdcd9902c3489b68dbf57e8ca664ce2a4ec510962f997ca04bf97ba75,02ef35dcb54eed73c60450c7f4b5ec66b7dd26616f284ef1825196e1f93c56f2,2.8349535629624068e-05,1.831501831501832e-06,14.478846453774736,0.9999478523973133,14.504223885356444,0.0,2.6521031614250564e-05,0.0,2.6521031614250565e-08,0.13579359294245344,8.928940546125744e-13,1.8285040153735055e-06,1.831501831501832e-06,3.273615212132512e-05,0.000115999866699473,6.820813626990398e-10
4,forward,graph,cylinder_000,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,90b958f29652e2e36d63a1c8dd99a9cc7e051fb519b91f51d71af1d09ea90d78,e922929e6ee5cf4e1b6ce9e179d5a49fe105659a318ff85e39071ecb68c44a52,3.3770431086372383,3.560454407129121,0.0515134523628886,1.002808556006579,227203.60336400042,3.118218988916341e-15,3.377028245192314,3.560439560439553,0.00018341131524723898,95.91095982880066,7.25011669810982e-10,1.4863444924251548e-05,1.4846689567873197e-05,0.0001829684916516001,0.0003641179829628685,2.535879962966983e-08
4,forward,graph,cylinder_090,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,6c27ec1fd34577189c5e2a7d576a58500a917af3158da963803e4caf247a3ce1,b10376619c74405c1e54a28568477d24083cff348f88c526aec59a1e712b5b77,3.3770431086372388,3.560454407129121,0.05151345236288848,1.002808556006579,227203.6033640005,3.242947748472995e-15,3.3770282451923146,3.560439560439553,0.00018341131524723852,95.91095982880064,7.250116693668929e-10,1.4863444924251545e-05,1.4846689567873197e-05,0.0001829684916515631,0.00036411798296286834,2.535879962966983e-08
4,forward,graph,cylinder_045,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,7a5fb48c884f967ea1adf5f2fb54662fed8b42ae36324f512b89cb7e1641ef73,7c0797d77b238a1d6cd1c80402ca6540a31ae9f5e3eea9c3196d90c8d3e11e4b,9.358554446805641,9.197816020169569,0.01747571665747552,1.0014052626184866,677295.5883380199,2.3175408227300796e-15,9.358540629292593,9.197802197802183,0.0001607384314904099,138.54360742032165,6.097323907994223e-10,1.3817513048116886e-05,1.3822367386057043e-05,5.300937030651469e-05,0.00033360953568761754,3.332143185479736e-08
4,forward,graph,cylinder_135,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,8d65ac0df15a2248699479203fd4968a8263534e2e0dcf681d1a14ac38065805,c9d3ccc7f800e6cc14e5b6c0e9c2f882031224d1626ad476e56e1dbf1d094fe9,0.2749156648816886,0.29671931822815784,0.07348241926635742,1.0014052626184866,17176.939188779525,8.606284409409131e-15,0.2748996608859904,0.2967032967032951,2.180363581730471e-05,25.438143404796925,3.851300545143488e-11,1.6003995698230266e-05,1.6021524862734378e-05,0.00019141847638490576,0.00033706295309736785,1.1835522272120702e-08
4,forward,graph,twist,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,f9d2cd4e29357d0821e3e7212baefd03720e7673e9526c59477e3cdc325745e2,338b187cd1d90628cbe905f77accd2ac8faf8ccdc11115b52033692b812d2388,12.621498925650004,11.076941960404692,0.13943893276379335,1.0,669815.0194506469,2.7262143160240004e-15,12.621480082417595,11.076923076923057,0.0015445570054945376,143.51262909712386,1.1495197593802686e-09,1.8843232408806212e-05,1.8883481634465917e-05,0.00043952154420397904,0.0001894961598771441,1.8335569819041957e-08
4,forward,graph,dome,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,46e78a12a857574f1d0f9bebd579f08901f4711869ea366542b3d1943e58ae9f,430f3c9f05f5d33db221657db2065dcfa8c06c8e0f4ca7333bc5b9b6948e7d46,10.587475047909395,11.076958146246092,0.04418930647513365,1.0056092680559383,301258.2760839637,2.7262143160240004e-15,10.587439903846164,11.076923076923057,0.0004894831730768932,167.26680403216972,2.683824718019423e-10,3.514406323196027e-05,3.5069323035436704e-05,0.0008161629460373534,0.0006050838306254564,6.435169662687708e-08
4,forward,graph,saddle,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,68f4dcdb35020e14f7467945a0e35465e7c36a0801e2df24c63a69c31398502a,540f2e6d616a4e37f97e89accdbaa5f91d04a575cea0868b2a71e9eacd32c427,10.587458827572519,11.076941960404692,0.04418937415957089,1.0056092680559383,559479.6555845035,2.7262143160240004e-15,10.587439903846164,11.076923076923057,0.0004894831730768932,163.52070767457909,7.5229871399074e-10,1.892372635567093e-05,1.8883481634465914e-05,0.00043947235555879123,0.0003255211593742045,2.3696910347067824e-08
4,forward,isometric,cylinder_000,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,3968ddb60f2f5c1da81a94758696da2e14815c494a812545587c51d1f7d60cea,14c31665cdf02ef7998dd133bdd261e2259a87573fb6db3b81e8054b30233788,0.0004985213189895183,1.6483516483516486e-05,29.24362668536411,0.9990627636365645,29.52867661981433,0.0,0.0004821917110868306,0.0,4.821917110868306e-07,0.7211759755215764,8.341925737957896e-13,1.6329607902687734e-05,1.6483516483516486e-05,0.0016806817026499621,0.00038477945365708127,2.3876903267050494e-08
4,forward,isometric,cylinder_090,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,398b1c95e9f401f4b1beb12bdfd41278b91018442f78ca183e8ae89d4239d025,6e20409577caf5a1508fcf9214c9fea73c25abeb6cc3a2a84857f5af971d914e,0.0004985213189895167,1.6483516483516486e-05,29.24362668536401,0.9990627636365643,29.528676619814227,0.0,0.00048219171108682894,0.0,4.821917110868289e-07,0.7211759755215865,8.341925721152763e-13,1.6329607902687734e-05,1.6483516483516486e-05,0.0016806817026499621,0.0003847794536570812,2.3876903341047293e-08
4,forward,isometric,cylinder_045,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,95e1e55f72ddd293d6b3c3991d5cc31d4dc2fde6283fe19ef56814744c36a2bf,5171b87937bf17b9be47d6914a0916c4ff2a067ecf03e6e80e31776e306eb6d0,0.00013704477527313522,1.6483516483516486e-05,7.314049699903536,0.9995313159135544,7.353125780901292,0.0,0.00012063836899268911,0.0,1.206383689926891e-07,0.36133478929044843,7.549857798265286e-13,1.6406406280446103e-05,1.6483516483516486e-05,0.0008420434175285806,0.0003669859661010083,1.0977124985153533e-07
4,forward,isometric,cylinder_135,0.6,41f4a492b7780ae2d7f7723c6dde889c4b08d93f1aa9436ee7e3a5e05d429f45,cbc852e684ce878e3b026977cdb5f94d3a9c063da7908435ed8b19e5e0edcb03,c4c7b356fd0f02ae58d21a9e6340bce30c9f1063a795ab601d83c2eaa4d54a2d,0.002158292033555243,1.6483516483516486e-05,129.93638336901805,0.9995260577661731,131.8796759928534,0.0,0.002142049579489722,0.0,2.1420495794897218e-06,1.2283285022801693,1.0301531649849899e-11,1.6242454065521058e-05,1.6483516483516486e-05,0.0026324016045100695,0.0003436030769316206,5.642279954208182e-09
8,forward,rest,rest,0.0,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,bd678fa93f59093c55a1c819d54c5dccaae6f5b86c7ecba869430fed13507c38,b0266b6785b388615bd7e2e72db311db56bfd73e6573dde9bed7817b9b7e0135,8.80425117434165e-30,0.0,,1.0,,0.0,8.80425117434165e-30,0.0,8.80425117434165e-33,5.6074730667277694e-14,0.0,0.0,0.0,0.0,0.0,0.0
8,forward,affine,extension,0.0,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,941e240e9459ee7af672e81c3ffb9cddcdabfcd4fb34aa16f679fb7ccbbdd78f,3a0196fe18af1c8735778e303b7a4e7fe161104c14d44d2d4b0f284f51525e0d,0.05050145892857172,0.05050145892857147,4.946395328776026e-15,1.0069699999999997,,0.0,0.05050145892857172,0.05050145892857147,2.498001805406602e-19,4.917243900600131,9.728091800859095e-11,0.0,0.0,0.0,0.0,0.0
8,forward,affine,shear,0.0,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,99a1d09b95649c4de9714b6a752c3a4b6d5935be189cf00b6a99153f2544bb86,882c5a13537ec558a6ab5f08c82f4c71be8df86b3ecad02039e42e6f0ab8602e,0.07694505494505499,0.07694505494505495,5.410791304674873e-16,0.9999999999999991,,0.0,0.07694505494505499,0.07694505494505495,4.163336342344337e-20,5.270216565476537,6.167174237958762e-11,0.0,0.0,0.0,0.0,0.0
8,forward,graph,cylinder_000,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,bb0bf3af5910d733446cca77095f86328a5409043209a0c7d3538c41a5ad77d0,747b4160f7d8fabdd3fe33c5e7858b4ff727c5bf9e20de5759bbd4acfc3a062c,0.04338707237756475,0.04395785160769086,0.012984693501860076,1.0000781219484807,23999.727859698443,3.157196726277794e-15,0.04338526463770656,0.04395604395604388,5.707793183373222e-07,7.430038757684542,4.820473742395137e-12,1.807739858190696e-06,1.807651646976931e-06,9.632664543136021e-07,0.00018567999649238325,2.292840587370161e-09
8,forward,graph,cylinder_090,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,c970582ffe17a654387dde28f14f0b382f713274eb1b8b1a102c0cd3d51bd046,036adfc44ab237af70f4f6327069f803f2eac7455db73bda64768f9c62de5115,0.04338707237756475,0.04395785160769086,0.012984693501860076,1.0000781219484807,23999.727859698458,3.157196726277794e-15,0.04338526463770656,0.04395604395604388,5.707793183373222e-07,7.430038757684542,4.820473742395137e-12,1.8077398581906949e-06,1.8076516469769312e-06,9.632664542997277e-07,0.00018567999649238325,2.292840582745361e-09
8,forward,graph,cylinder_045,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,661c1d1e9e4b8e8c978a68f77e4feb3208ccc58423941384d0c5b6e164dcd061,e4d7a8ac790237f2fb509d1e395b37db21607da0117246992a1066443201e0fd,0.11405453125811427,0.11355490377064217,0.004399875926813684,1.0000390617370902,63710.35253801545,1.9554250691785035e-15,0.11405274108216108,0.11355311355311344,4.996275290476415e-07,9.916510906206724,1.287881648548428e-12,1.7901759531797715e-06,1.7902175287385453e-06,4.5400510180996503e-07,0.0001683787327105757,5.01434863683231e-10
8,forward,graph,cylinder_135,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,2ae83595e459d06796ac81b4a92b7dbdcfd04ff47c2d647e990231c263a268a1,6b1a3fe212e244a327e133e7b3b09eedc5db64d72aacc74984d3ff8f7d1f6f8e,0.003594347986254149,0.0036648291081522286,0.019231762196304833,1.0000390617370902,1968.077901339494,8.524431160950073e-15,0.003592522589715084,0.003663003663003645,7.048107328856083e-08,2.2766545429845295,2.998959917205335e-13,1.8253965390648287e-06,1.8254451485839037e-06,5.308159482985543e-07,0.00016607558212420912,6.965534761379083e-10
8,forward,graph,twist,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,958ec1b8a688f7cf4ae2b2c98ac9db249d7c12a7d4264f7ece70bfa35c3d9638,f1982ba592c5d16500489b5b84c00c3f501479eb71062cfd96b83206f0ef92b1,0.1415235742984829,0.13675463492406684,0.03487223213358737,1.0,56660.13161284079,2.638514406960727e-15,0.1415210765796716,0.13675213675213657,4.76893982753504e-06,9.82384074217575,9.611701878853295e-12,2.497718811291976e-06,2.4981719302564126e-06,4.948059091647665e-06,6.905975195384692e-05,1.7482369419713438e-09
8,forward,graph,dome,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,cedabc8f717bb4291fff8510a72d5e14233103e3d404cfad74589f8d74af4873,a2bdb289fe230e4fe8fe1e1921cf505e3288822f81e36c0d8011868474dc7c52,0.13523440038340745,0.13675677621429277,0.011131995598520244,1.0001562377948756,29144.91334787,2.638514406960727e-15,0.13522976047390214,0.13675213675213657,1.5223762782344275e-06,12.35780858018323,3.9457457579050725e-12,4.639909505299152e-06,4.639462156190482e-06,4.885052266674506e-06,0.00032457131633722357,9.28323236478682e-09
8,forward,graph,saddle,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,d8c59db56d5796db52030f28ec4058013f6bb4311b115715974e9d4124d19ae8,2e748a1117ea0d102f693bc011337359f83ca9701db43b40c29249bcd11052c2,0.13523225888671264,0.13675463492406684,0.011132171411956136,1.0001562377948756,54126.267646044245,2.638514406960727e-15,0.1352297604739021,0.13675213675213657,1.522376278234483e-06,12.213471207992807,7.4614075751267e-12,2.498412810545698e-06,2.4981719302564135e-06,2.630412758988897e-06,0.00017482989516827177,4.3774662366310505e-09
8,forward,isometric,cylinder_000,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,75b945f8af0fa05edc521e7f934da6f75d2d2258f64c169ec4fb2da98e03793b,e4425fe1f0a51b62848a47b1ec8356492c21e07ac550d24fa9274cf38c00f143,2.203629407580001e-06,1.831501831501832e-06,0.2031816565386803,0.9999739585367825,0.2034950314467837,0.0,3.726044760263543e-07,0.0,3.726044760263543e-10,0.014478120218709235,6.439823919971898e-13,1.8310249315536468e-06,1.831501831501832e-06,5.207747434182247e-06,0.0001873088790975256,7.2683059439348165e-09
8,forward,isometric,cylinder_090,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,b8dc3110a7893b7d2aaf269c81707f8a6defd7990821f9d445ff0ceab379c33c,07ed8ee41a5f381474ae44682a1e402987e21bf8a5361abcd78ee6119168d931,2.2036294075798546e-06,1.831501831501832e-06,0.2031816565386003,0.999973958536782,0.2034950314467033,0.0,3.726044760262072e-07,0.0,3.726044760262072e-10,0.014478120218693442,6.439823921442558e-13,1.8310249315536472e-06,1.831501831501832e-06,5.207747434177622e-06,0.00018730887909752583,7.268305936997617e-09
8,forward,isometric,cylinder_045,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,47b7bc38f41ce053bf62f0cbc7c9680d1db778a2a7460e09bc80dcb18e98424c,882d7b917378575236f4e9d2c6c6567d41179ff79eb686795a69c153602c90dc,1.9244164277871847e-06,1.831501831501832e-06,0.050731369571802555,0.9999869792175263,0.050868193671315315,0.0,9.315305967244573e-08,0.0,9.315305967244574e-11,0.007239481100015005,2.643939148465947e-14,1.831263368114739e-06,1.831501831501832e-06,2.604020187056593e-06,0.00017062969680474224,7.698627909688971e-10
8,forward,isometric,cylinder_135,0.2,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,fac00485d390cc01e55fc390cb0fc9024bb3dde2ba27bdedc9e09c11e24d3376,53eaecc72b476bd347804bcbe0a357c2eed72e5b96e004a1d50ab3654bc3eba9,3.48883006162343e-06,1.831501831501832e-06,0.9049012136463922,0.9999869751488465,0.9056109384041399,0.0,1.6580103537216888e-06,0.0,1.658010353721689e-09,0.024846945572185,1.9668084906650357e-13,1.8308197079017408e-06,1.831501831501832e-06,7.448789712995763e-06,0.00016660350018642803,3.7674957181189846e-10
8,forward,graph,cylinder_000,0.6,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,bd4b5d78a0a6a8800fa04f31e380b81164ed996f6ea3f91eecfec6d6668552b6,c27cc3c1fde0c5614352d82dd759650366902ea645c3a33e5c60c74c60a15932,3.514221286524077,3.560454407129121,0.01298517417115952,1.0007028779812717,236633.0365415857,3.118218988916341e-15,3.514206435654194,3.560439560439553,4.62331247853589e-05,75.52818302066983,1.1524006864327419e-09,1.4850869882813724e-05,1.4846689567873197e-05,4.564903915055502e-05,0.0005259148076943199,9.191715091148757e-08
8,forward,graph,cylinder_090,0.6,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,6a4333b06ec9ce29e4b0865ee6acd9c88bce63b9d6220e4a7f548fe713321184,abddf28ee5a1c27c921e36867edf4337f05478b22e5d8198cb0607c1d9bb8475,3.5142212865240774,3.560454407129121,0.012985174171159394,1.0007028779812717,236633.03654158584,3.242947748472995e-15,3.5142064356541947,3.560439560439553,4.623312478535846e-05,75.52818302066983,1.1524006859886526e-09,1.4850869882813715e-05,1.4846689567873197e-05,4.5649039150462524e-05,0.0005259148076943198,9.191715094848596e-08
8,forward,graph,cylinder_045,0.6,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,4add849b910bb74d52f722713c451850f1a1980b35a41a17664a4dec2459baf8,ff21ea3eb4a246a592975f2ef0e1eea6a3c9f6e37ba4126131aa908edf2ce575,9.238285848805255,9.197816020169569,0.004399938914514194,1.0003515007236206,668415.5687931444,2.3175408227300796e-15,9.238272027654972,9.197802197802183,4.046982985278902e-05,104.71085783385145,5.714780861865165e-10,1.3821150282802514e-05,1.3822367386057043e-05,1.3290767539449019e-05,0.00046549620302490096,3.348997158734187e-08
8,forward,graph,cylinder_135,0.6,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,11318367095aa6ec0d179aa356b757c6389a3a7962576a43667ec7f014b0e1cd,2f5f59139d77c31a0051e97d43170d45654d75376a1a4149e3c85602a228fb0e,0.2910103468862856,0.29671931822815784,0.01924030890864488,1.0003515007236206,18167.706877886507,8.606284409409131e-15,0.2909943297669142,0.2967032967032951,5.708966936380899e-06,21.382908926701536,1.615053679682177e-11,1.6017119371356034e-05,1.6021524862734378e-05,4.8107965851519015e-05,0.00048543682376254034,9.368341706236271e-09
8,forward,graph,twist,0.6,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,9d78bf92bd8021a556dfb241256e4e3071b42a34ad5dcc8c976e954df4395288,adee6a4be805d11cf39037316bcc17a80d6c9eff91824ead14255fa36723bb2d,11.463226076372012,11.076941960404692,0.03487281213065112,1.0,607373.1200585826,2.7262143160240004e-15,11.46320720295331,11.076923076923057,0.0003862841260302527,103.1327956230519,4.3067696786636133e-10,1.8873418701584384e-05,1.8883481634465917e-05,0.00010988722706634428,0.00018791920305954117,2.252066223651784e-08
8,forward,graph,dome,0.6,4207341bb6616a60d2d7485bb71c58d414de614325afcaf7fbaad43988839e37,e596140e45fb2eca86ec0c02ac9419eb7357906dcf99377862241217a168d6fd,bcb6d5176faa08f3d6c4494fbac896b703d1335dfe78d824f9ca39d97b42af5a,10.953645686344885,11.076958146246092,0.011132339607421644,1.0014052626184866,312175.7704651087,2.7262143160240004e-15,10.953610598386001,11.076923076923057,0.00012331247853705562,130.8684393176888,1.730588673254374e-09,3.5087958883119877e-05,3.5069323035436704e-05,0.0002035034567002489,0.0008781723194534619,4.6213602544363165e-08
